Epoch: [8][160/329], lr: 0.00010	Time 0.183 (0.301)	Data 0.000 (0.121)	Loss 0.9042 (1.3481)	Prec@1 60.000 (47.453)	Prec@5 100.000 (92.795)
Epoch: [8][180/329], lr: 0.00010	Time 0.183 (0.288)	Data 0.000 (0.107)	Loss 1.9391 (1.3317)	Prec@1 20.000 (48.398)	Prec@5 100.000 (93.260)
Epoch: [8][200/329], lr: 0.00010	Time 0.184 (0.277)	Data 0.000 (0.097)	Loss 1.4261 (1.3492)	Prec@1 40.000 (47.861)	Prec@5 80.000 (92.637)
Epoch: [8][220/329], lr: 0.00010	Time 0.204 (0.269)	Data 0.000 (0.088)	Loss 1.4885 (1.3380)	Prec@1 20.000 (48.145)	Prec@5 100.000 (92.760)
Epoch: [8][240/329], lr: 0.00010	Time 0.184 (0.262)	Data 0.000 (0.081)	Loss 1.8187 (1.3410)	Prec@1 0.000 (47.967)	Prec@5 100.000 (92.531)
Epoch: [8][260/329], lr: 0.00010	Time 0.184 (0.255)	Data 0.000 (0.074)	Loss 1.4975 (1.3429)	Prec@1 40.000 (48.429)	Prec@5 100.000 (92.567)
Epoch: [8][280/329], lr: 0.00010	Time 0.184 (0.250)	Data 0.000 (0.069)	Loss 1.0067 (1.3286)	Prec@1 40.000 (48.327)	Prec@5 100.000 (92.883)
Epoch: [8][300/329], lr: 0.00010	Time 0.182 (0.245)	Data 0.000 (0.065)	Loss 1.0917 (1.3316)	Prec@1 40.000 (48.439)	Prec@5 100.000 (92.824)
Epoch: [8][320/329], lr: 0.00010	Time 0.184 (0.241)	Data 0.000 (0.061)	Loss 0.9000 (1.3265)	Prec@1 80.000 (48.411)	Prec@5 100.000 (92.960)
Epoch: [9][0/329], lr: 0.00010	Time 19.413 (19.413)	Data 19.131 (19.131)	Loss 0.7700 (0.7700)	Prec@1 60.000 (60.000)	Prec@5 100.000 (100.000)
Epoch: [9][20/329], lr: 0.00010	Time 0.184 (1.097)	Data 0.000 (0.911)	Loss 1.6053 (1.1519)	Prec@1 40.000 (58.095)	Prec@5 100.000 (96.190)
Epoch: [9][40/329], lr: 0.00010	Time 0.172 (0.650)	Data 0.000 (0.467)	Loss 1.5771 (1.2390)	Prec@1 40.000 (50.732)	Prec@5 100.000 (95.122)
Epoch: [9][60/329], lr: 0.00010	Time 0.184 (0.497)	Data 0.000 (0.314)	Loss 0.9451 (1.2416)	Prec@1 20.000 (51.148)	Prec@5 100.000 (94.098)
Epoch: [9][80/329], lr: 0.00010	Time 0.183 (0.419)	Data 0.000 (0.236)	Loss 0.7515 (1.1707)	Prec@1 60.000 (52.099)	Prec@5 100.000 (95.062)
Epoch: [9][100/329], lr: 0.00010	Time 0.182 (0.372)	Data 0.000 (0.189)	Loss 1.6188 (1.2467)	Prec@1 60.000 (51.287)	Prec@5 80.000 (93.663)
Epoch: [9][120/329], lr: 0.00010	Time 0.184 (0.340)	Data 0.000 (0.158)	Loss 1.4066 (1.2640)	Prec@1 60.000 (49.587)	Prec@5 80.000 (93.388)
Epoch: [9][140/329], lr: 0.00010	Time 0.173 (0.317)	Data 0.000 (0.136)	Loss 1.2328 (1.2611)	Prec@1 60.000 (49.787)	Prec@5 100.000 (93.050)
Epoch: [9][160/329], lr: 0.00010	Time 0.181 (0.300)	Data 0.000 (0.119)	Loss 0.7867 (1.2451)	Prec@1 60.000 (50.311)	Prec@5 100.000 (93.292)
Epoch: [9][180/329], lr: 0.00010	Time 0.170 (0.287)	Data 0.000 (0.106)	Loss 1.0578 (1.2396)	Prec@1 40.000 (50.608)	Prec@5 100.000 (93.812)
Epoch: [9][200/329], lr: 0.00010	Time 0.191 (0.276)	Data 0.000 (0.095)	Loss 2.1447 (1.2514)	Prec@1 0.000 (50.547)	Prec@5 100.000 (94.030)
Epoch: [9][220/329], lr: 0.00010	Time 0.173 (0.268)	Data 0.000 (0.087)	Loss 0.9107 (1.2482)	Prec@1 60.000 (51.041)	Prec@5 80.000 (94.027)
Epoch: [9][240/329], lr: 0.00010	Time 0.184 (0.260)	Data 0.000 (0.079)	Loss 1.6903 (1.2537)	Prec@1 20.000 (51.037)	Prec@5 80.000 (94.025)
Epoch: [9][260/329], lr: 0.00010	Time 0.184 (0.254)	Data 0.000 (0.073)	Loss 1.0724 (1.2622)	Prec@1 60.000 (50.881)	Prec@5 100.000 (93.793)
Epoch: [9][280/329], lr: 0.00010	Time 0.184 (0.249)	Data 0.000 (0.068)	Loss 1.3089 (1.2602)	Prec@1 60.000 (51.103)	Prec@5 100.000 (94.093)
Epoch: [9][300/329], lr: 0.00010	Time 0.184 (0.244)	Data 0.000 (0.064)	Loss 1.3848 (1.2694)	Prec@1 40.000 (50.897)	Prec@5 100.000 (93.887)
Epoch: [9][320/329], lr: 0.00010	Time 0.175 (0.240)	Data 0.000 (0.060)	Loss 1.1760 (1.2687)	Prec@1 20.000 (50.654)	Prec@5 100.000 (94.081)
Test: [0/56]	Time 19.572 (19.572)	Loss 0.5672 (0.5672)	Prec@1 60.000 (60.000)	Prec@5 100.000 (100.000)
Test: [20/56]	Time 0.053 (0.990)	Loss 0.7548 (1.1783)	Prec@1 40.000 (56.190)	Prec@5 100.000 (94.286)
Test: [40/56]	Time 0.061 (0.537)	Loss 2.8171 (1.4156)	Prec@1 0.000 (48.780)	Prec@5 80.000 (91.707)
Testing Results: Prec@1 49.819 Prec@5 92.058 Loss 1.36320
Best Prec@1: 49.819

Epoch: [10][0/329], lr: 0.00010	Time 19.701 (19.701)	Data 19.487 (19.487)	Loss 1.0390 (1.0390)	Prec@1 40.000 (40.000)	Prec@5 100.000 (100.000)
Epoch: [10][20/329], lr: 0.00010	Time 0.176 (1.111)	Data 0.000 (0.928)	Loss 0.8812 (1.2729)	Prec@1 80.000 (51.429)	Prec@5 100.000 (95.238)
Epoch: [10][40/329], lr: 0.00010	Time 0.171 (0.656)	Data 0.000 (0.475)	Loss 1.0003 (1.2412)	Prec@1 40.000 (51.220)	Prec@5 100.000 (94.634)
Epoch: [10][60/329], lr: 0.00010	Time 0.182 (0.501)	Data 0.000 (0.319)	Loss 1.3134 (1.2567)	Prec@1 60.000 (51.803)	Prec@5 80.000 (94.426)
Epoch: [10][80/329], lr: 0.00010	Time 0.182 (0.422)	Data 0.000 (0.241)	Loss 1.9036 (1.2393)	Prec@1 40.000 (51.358)	Prec@5 80.000 (94.815)
Epoch: [10][100/329], lr: 0.00010	Time 0.182 (0.374)	Data 0.000 (0.193)	Loss 0.7014 (1.2166)	Prec@1 60.000 (52.079)	Prec@5 100.000 (95.248)
Epoch: [10][120/329], lr: 0.00010	Time 0.176 (0.342)	Data 0.000 (0.161)	Loss 0.6971 (1.1963)	Prec@1 80.000 (52.893)	Prec@5 100.000 (95.372)
Epoch: [10][140/329], lr: 0.00010	Time 0.184 (0.319)	Data 0.000 (0.138)	Loss 0.9602 (1.2252)	Prec@1 60.000 (52.199)	Prec@5 100.000 (95.603)
Epoch: [10][160/329], lr: 0.00010	Time 0.180 (0.302)	Data 0.000 (0.121)	Loss 0.9563 (1.2238)	Prec@1 60.000 (51.801)	Prec@5 100.000 (95.404)
Epoch: [10][180/329], lr: 0.00010	Time 0.192 (0.289)	Data 0.000 (0.108)	Loss 1.2326 (1.2464)	Prec@1 40.000 (51.381)	Prec@5 100.000 (94.696)
Epoch: [10][200/329], lr: 0.00010	Time 0.193 (0.278)	Data 0.000 (0.097)	Loss 1.3715 (1.2409)	Prec@1 60.000 (51.642)	Prec@5 100.000 (94.726)
Epoch: [10][220/329], lr: 0.00010	Time 0.168 (0.269)	Data 0.000 (0.088)	Loss 1.3089 (1.2508)	Prec@1 60.000 (51.493)	Prec@5 100.000 (94.570)
Epoch: [10][240/329], lr: 0.00010	Time 0.176 (0.262)	Data 0.000 (0.081)	Loss 0.7184 (1.2651)	Prec@1 60.000 (50.788)	Prec@5 100.000 (94.274)
Epoch: [10][260/329], lr: 0.00010	Time 0.176 (0.256)	Data 0.000 (0.075)	Loss 1.3417 (1.2602)	Prec@1 40.000 (50.575)	Prec@5 100.000 (94.406)
Epoch: [10][280/329], lr: 0.00010	Time 0.182 (0.250)	Data 0.000 (0.069)	Loss 0.8975 (1.2571)	Prec@1 80.000 (50.890)	Prec@5 100.000 (94.448)
Epoch: [10][300/329], lr: 0.00010	Time 0.186 (0.246)	Data 0.000 (0.065)	Loss 0.7973 (1.2616)	Prec@1 100.000 (50.963)	Prec@5 100.000 (94.352)
Epoch: [10][320/329], lr: 0.00010	Time 0.183 (0.242)	Data 0.000 (0.061)	Loss 1.1120 (1.2582)	Prec@1 20.000 (50.903)	Prec@5 100.000 (94.330)
Epoch: [11][0/329], lr: 0.00010	Time 19.697 (19.697)	Data 19.512 (19.512)	Loss 1.3721 (1.3721)	Prec@1 20.000 (20.000)	Prec@5 100.000 (100.000)
Epoch: [11][20/329], lr: 0.00010	Time 0.181 (1.111)	Data 0.000 (0.929)	Loss 0.8792 (1.0749)	Prec@1 60.000 (54.286)	Prec@5 100.000 (95.238)
Epoch: [11][40/329], lr: 0.00010	Time 0.179 (0.656)	Data 0.000 (0.476)	Loss 1.2282 (1.1245)	Prec@1 60.000 (54.634)	Prec@5 80.000 (93.659)
Epoch: [11][60/329], lr: 0.00010	Time 0.192 (0.502)	Data 0.000 (0.320)	Loss 1.9917 (1.1184)	Prec@1 60.000 (56.393)	Prec@5 80.000 (94.098)
Epoch: [11][80/329], lr: 0.00010	Time 0.182 (0.423)	Data 0.000 (0.241)	Loss 1.2164 (1.1731)	Prec@1 40.000 (54.321)	Prec@5 100.000 (93.580)
Epoch: [11][100/329], lr: 0.00010	Time 0.174 (0.375)	Data 0.000 (0.193)	Loss 0.8262 (1.2108)	Prec@1 60.000 (54.059)	Prec@5 100.000 (93.663)
Epoch: [11][120/329], lr: 0.00010	Time 0.182 (0.343)	Data 0.000 (0.161)	Loss 2.1962 (1.2298)	Prec@1 20.000 (54.215)	Prec@5 80.000 (93.223)
Epoch: [11][140/329], lr: 0.00010	Time 0.184 (0.320)	Data 0.000 (0.138)	Loss 1.2850 (1.2454)	Prec@1 20.000 (52.340)	Prec@5 100.000 (93.191)
Epoch: [11][160/329], lr: 0.00010	Time 0.183 (0.304)	Data 0.000 (0.121)	Loss 2.1564 (1.2526)	Prec@1 40.000 (52.050)	Prec@5 80.000 (93.416)
Epoch: [11][180/329], lr: 0.00010	Time 0.182 (0.290)	Data 0.000 (0.108)	Loss 2.2573 (1.2554)	Prec@1 40.000 (52.044)	Prec@5 100.000 (93.591)
Epoch: [11][200/329], lr: 0.00010	Time 0.171 (0.279)	Data 0.000 (0.097)	Loss 0.7757 (1.2380)	Prec@1 60.000 (52.438)	Prec@5 100.000 (93.831)
Epoch: [11][220/329], lr: 0.00010	Time 0.183 (0.270)	Data 0.000 (0.088)	Loss 0.7570 (1.2364)	Prec@1 100.000 (52.398)	Prec@5 100.000 (93.756)
Epoch: [11][240/329], lr: 0.00010	Time 0.173 (0.263)	Data 0.000 (0.081)	Loss 1.6817 (1.2474)	Prec@1 40.000 (51.701)	Prec@5 100.000 (93.776)
Epoch: [11][260/329], lr: 0.00010	Time 0.193 (0.256)	Data 0.000 (0.075)	Loss 1.7032 (1.2532)	Prec@1 20.000 (51.571)	Prec@5 80.000 (93.716)
Epoch: [11][280/329], lr: 0.00010	Time 0.180 (0.251)	Data 0.008 (0.069)	Loss 1.8439 (1.2568)	Prec@1 40.000 (51.601)	Prec@5 100.000 (93.950)
Epoch: [11][300/329], lr: 0.00010	Time 0.171 (0.246)	Data 0.000 (0.065)	Loss 1.4047 (1.2576)	Prec@1 20.000 (51.362)	Prec@5 100.000 (93.953)
Epoch: [11][320/329], lr: 0.00010	Time 0.183 (0.242)	Data 0.000 (0.061)	Loss 0.6464 (1.2490)	Prec@1 60.000 (51.526)	Prec@5 100.000 (94.081)
Epoch: [12][0/329], lr: 0.00010	Time 19.565 (19.565)	Data 19.351 (19.351)	Loss 1.7812 (1.7812)	Prec@1 0.000 (0.000)	Prec@5 100.000 (100.000)
Epoch: [12][20/329], lr: 0.00010	Time 0.171 (1.106)	Data 0.000 (0.921)	Loss 2.1225 (1.3272)	Prec@1 40.000 (48.571)	Prec@5 60.000 (94.286)
Epoch: [12][40/329], lr: 0.00010	Time 0.192 (0.657)	Data 0.000 (0.472)	Loss 2.2180 (1.2728)	Prec@1 40.000 (53.659)	Prec@5 100.000 (94.634)
Epoch: [12][60/329], lr: 0.00010	Time 0.189 (0.501)	Data 0.000 (0.317)	Loss 1.3336 (1.3157)	Prec@1 60.000 (52.459)	Prec@5 100.000 (94.754)
Epoch: [12][80/329], lr: 0.00010	Time 0.183 (0.422)	Data 0.000 (0.239)	Loss 0.6217 (1.2635)	Prec@1 60.000 (53.086)	Prec@5 100.000 (95.309)
Epoch: [12][100/329], lr: 0.00010	Time 0.188 (0.374)	Data 0.000 (0.192)	Loss 0.5562 (1.2658)	Prec@1 80.000 (52.079)	Prec@5 100.000 (95.446)
Epoch: [12][120/329], lr: 0.00010	Time 0.183 (0.342)	Data 0.000 (0.160)	Loss 0.9925 (1.2645)	Prec@1 20.000 (51.570)	Prec@5 100.000 (95.041)
Epoch: [12][140/329], lr: 0.00010	Time 0.182 (0.319)	Data 0.008 (0.137)	Loss 0.4737 (1.2552)	Prec@1 80.000 (52.340)	Prec@5 100.000 (94.610)
Epoch: [12][160/329], lr: 0.00010	Time 0.175 (0.301)	Data 0.000 (0.120)	Loss 1.6108 (1.2457)	Prec@1 40.000 (52.919)	Prec@5 100.000 (94.658)
Epoch: [12][180/329], lr: 0.00010	Time 0.184 (0.288)	Data 0.000 (0.107)	Loss 0.5802 (1.2456)	Prec@1 100.000 (53.260)	Prec@5 100.000 (94.475)
Epoch: [12][200/329], lr: 0.00010	Time 0.171 (0.277)	Data 0.000 (0.096)	Loss 1.2844 (1.2594)	Prec@1 40.000 (53.333)	Prec@5 100.000 (94.129)
Epoch: [12][220/329], lr: 0.00010	Time 0.181 (0.268)	Data 0.000 (0.088)	Loss 0.5296 (1.2608)	Prec@1 100.000 (53.122)	Prec@5 100.000 (94.208)
Epoch: [12][240/329], lr: 0.00010	Time 0.172 (0.261)	Data 0.000 (0.080)	Loss 1.8597 (1.2575)	Prec@1 20.000 (52.614)	Prec@5 100.000 (94.357)
Epoch: [12][260/329], lr: 0.00010	Time 0.176 (0.254)	Data 0.000 (0.074)	Loss 0.5245 (1.2508)	Prec@1 80.000 (52.490)	Prec@5 100.000 (94.483)
Epoch: [12][280/329], lr: 0.00010	Time 0.171 (0.249)	Data 0.000 (0.069)	Loss 0.6699 (1.2335)	Prec@1 60.000 (52.954)	Prec@5 100.000 (94.448)
Epoch: [12][300/329], lr: 0.00010	Time 0.182 (0.244)	Data 0.000 (0.064)	Loss 0.7424 (1.2316)	Prec@1 80.000 (53.156)	Prec@5 100.000 (94.286)
Epoch: [12][320/329], lr: 0.00010	Time 0.182 (0.240)	Data 0.000 (0.060)	Loss 0.5324 (1.2290)	Prec@1 80.000 (53.209)	Prec@5 100.000 (94.393)
Epoch: [13][0/329], lr: 0.00010	Time 19.738 (19.738)	Data 19.515 (19.515)	Loss 0.8403 (0.8403)	Prec@1 80.000 (80.000)	Prec@5 100.000 (100.000)
Epoch: [13][20/329], lr: 0.00010	Time 0.182 (1.113)	Data 0.000 (0.929)	Loss 0.7681 (1.2029)	Prec@1 40.000 (52.381)	Prec@5 100.000 (94.286)
Epoch: [13][40/329], lr: 0.00010	Time 0.194 (0.659)	Data 0.000 (0.476)	Loss 0.5275 (1.1452)	Prec@1 100.000 (53.659)	Prec@5 100.000 (95.610)
Epoch: [13][60/329], lr: 0.00010	Time 0.182 (0.502)	Data 0.000 (0.320)	Loss 0.9752 (1.1319)	Prec@1 40.000 (53.115)	Prec@5 100.000 (94.754)
Epoch: [13][80/329], lr: 0.00010	Time 0.183 (0.423)	Data 0.000 (0.241)	Loss 1.9937 (1.1540)	Prec@1 40.000 (53.086)	Prec@5 80.000 (94.815)
Epoch: [13][100/329], lr: 0.00010	Time 0.180 (0.375)	Data 0.000 (0.193)	Loss 1.2208 (1.1447)	Prec@1 60.000 (53.069)	Prec@5 100.000 (95.050)
Epoch: [13][120/329], lr: 0.00010	Time 0.189 (0.344)	Data 0.000 (0.161)	Loss 1.7631 (1.1610)	Prec@1 20.000 (53.388)	Prec@5 100.000 (94.876)
Epoch: [13][140/329], lr: 0.00010	Time 0.183 (0.320)	Data 0.000 (0.139)	Loss 1.1995 (1.1818)	Prec@1 40.000 (53.191)	Prec@5 80.000 (95.035)
Epoch: [13][160/329], lr: 0.00010	Time 0.191 (0.303)	Data 0.000 (0.121)	Loss 1.0501 (1.1733)	Prec@1 80.000 (54.037)	Prec@5 100.000 (95.031)
Epoch: [13][180/329], lr: 0.00010	Time 0.182 (0.290)	Data 0.000 (0.108)	Loss 1.3705 (1.1785)	Prec@1 40.000 (53.702)	Prec@5 100.000 (95.028)
Epoch: [13][200/329], lr: 0.00010	Time 0.174 (0.279)	Data 0.000 (0.097)	Loss 1.2811 (1.1689)	Prec@1 40.000 (53.632)	Prec@5 80.000 (94.925)
Epoch: [13][220/329], lr: 0.00010	Time 0.181 (0.270)	Data 0.000 (0.088)	Loss 0.7808 (1.1683)	Prec@1 80.000 (53.575)	Prec@5 100.000 (94.932)
Epoch: [13][240/329], lr: 0.00010	Time 0.182 (0.263)	Data 0.000 (0.081)	Loss 1.3026 (1.1772)	Prec@1 40.000 (53.112)	Prec@5 100.000 (95.021)
Epoch: [13][260/329], lr: 0.00010	Time 0.181 (0.256)	Data 0.000 (0.075)	Loss 1.0487 (1.1790)	Prec@1 60.000 (53.180)	Prec@5 100.000 (95.172)
Epoch: [13][280/329], lr: 0.00010	Time 0.180 (0.251)	Data 0.000 (0.070)	Loss 1.6862 (1.1977)	Prec@1 60.000 (52.527)	Prec@5 100.000 (95.160)
Epoch: [13][300/329], lr: 0.00010	Time 0.182 (0.246)	Data 0.000 (0.065)	Loss 1.5225 (1.2093)	Prec@1 20.000 (51.561)	Prec@5 100.000 (95.083)
Epoch: [13][320/329], lr: 0.00010	Time 0.182 (0.242)	Data 0.000 (0.061)	Loss 1.6587 (1.2069)	Prec@1 20.000 (52.150)	Prec@5 80.000 (95.016)
Epoch: [14][0/329], lr: 0.00010	Time 19.629 (19.629)	Data 19.388 (19.388)	Loss 0.6236 (0.6236)	Prec@1 60.000 (60.000)	Prec@5 100.000 (100.000)
Epoch: [14][20/329], lr: 0.00010	Time 0.182 (1.106)	Data 0.000 (0.923)	Loss 1.9691 (1.3033)	Prec@1 60.000 (52.381)	Prec@5 60.000 (89.524)
Epoch: [14][40/329], lr: 0.00010	Time 0.173 (0.653)	Data 0.000 (0.473)	Loss 0.7890 (1.1698)	Prec@1 60.000 (56.098)	Prec@5 100.000 (93.171)
Epoch: [14][60/329], lr: 0.00010	Time 0.182 (0.498)	Data 0.000 (0.318)	Loss 0.9270 (1.1603)	Prec@1 60.000 (55.410)	Prec@5 100.000 (93.443)
Epoch: [14][80/329], lr: 0.00010	Time 0.182 (0.419)	Data 0.000 (0.239)	Loss 0.9382 (1.1096)	Prec@1 40.000 (57.531)	Prec@5 100.000 (94.074)
Epoch: [14][100/329], lr: 0.00010	Time 0.182 (0.371)	Data 0.000 (0.192)	Loss 2.5212 (1.1383)	Prec@1 20.000 (55.446)	Prec@5 80.000 (94.455)
Epoch: [14][120/329], lr: 0.00010	Time 0.180 (0.340)	Data 0.000 (0.160)	Loss 1.6813 (1.1514)	Prec@1 60.000 (55.041)	Prec@5 80.000 (94.050)
Epoch: [14][140/329], lr: 0.00010	Time 0.179 (0.318)	Data 0.000 (0.138)	Loss 0.8981 (1.1641)	Prec@1 40.000 (54.752)	Prec@5 100.000 (93.759)
Epoch: [14][160/329], lr: 0.00010	Time 0.194 (0.300)	Data 0.000 (0.120)	Loss 0.6735 (1.1493)	Prec@1 60.000 (54.907)	Prec@5 100.000 (93.913)
Epoch: [14][180/329], lr: 0.00010	Time 0.186 (0.287)	Data 0.000 (0.107)	Loss 0.8932 (1.1487)	Prec@1 80.000 (54.917)	Prec@5 100.000 (94.254)
Epoch: [14][200/329], lr: 0.00010	Time 0.171 (0.277)	Data 0.000 (0.096)	Loss 1.2180 (1.1606)	Prec@1 60.000 (54.129)	Prec@5 80.000 (94.030)
Epoch: [14][220/329], lr: 0.00010	Time 0.186 (0.268)	Data 0.000 (0.088)	Loss 1.1407 (1.1548)	Prec@1 40.000 (54.118)	Prec@5 100.000 (94.118)
Epoch: [14][240/329], lr: 0.00010	Time 0.173 (0.261)	Data 0.000 (0.080)	Loss 1.0489 (1.1512)	Prec@1 60.000 (54.689)	Prec@5 100.000 (94.274)
Epoch: [14][260/329], lr: 0.00010	Time 0.183 (0.254)	Data 0.000 (0.074)	Loss 1.3596 (1.1683)	Prec@1 60.000 (53.946)	Prec@5 100.000 (94.100)
Epoch: [14][280/329], lr: 0.00010	Time 0.181 (0.249)	Data 0.000 (0.069)	Loss 0.7868 (1.1762)	Prec@1 60.000 (53.523)	Prec@5 100.000 (93.950)
Epoch: [14][300/329], lr: 0.00010	Time 0.181 (0.244)	Data 0.000 (0.064)	Loss 1.3537 (1.1665)	Prec@1 40.000 (53.754)	Prec@5 100.000 (94.219)
Epoch: [14][320/329], lr: 0.00010	Time 0.185 (0.240)	Data 0.000 (0.060)	Loss 0.9809 (1.1657)	Prec@1 80.000 (53.956)	Prec@5 100.000 (94.206)
Test: [0/56]	Time 19.677 (19.677)	Loss 0.6268 (0.6268)	Prec@1 60.000 (60.000)	Prec@5 100.000 (100.000)
Test: [20/56]	Time 0.060 (0.995)	Loss 0.7675 (1.1268)	Prec@1 60.000 (58.095)	Prec@5 100.000 (95.238)
Test: [40/56]	Time 0.052 (0.538)	Loss 2.5964 (1.4360)	Prec@1 20.000 (46.829)	Prec@5 80.000 (92.195)
Testing Results: Prec@1 46.931 Prec@5 93.502 Loss 1.41428
Best Prec@1: 49.819

Epoch: [15][0/329], lr: 0.00001	Time 19.701 (19.701)	Data 19.466 (19.466)	Loss 1.5103 (1.5103)	Prec@1 40.000 (40.000)	Prec@5 100.000 (100.000)
Epoch: [15][20/329], lr: 0.00001	Time 0.189 (1.110)	Data 0.000 (0.927)	Loss 1.2767 (1.0939)	Prec@1 40.000 (59.048)	Prec@5 80.000 (96.190)
Epoch: [15][40/329], lr: 0.00001	Time 0.182 (0.658)	Data 0.000 (0.475)	Loss 1.8782 (1.1151)	Prec@1 60.000 (61.463)	Prec@5 80.000 (96.098)
Epoch: [15][60/329], lr: 0.00001	Time 0.172 (0.502)	Data 0.000 (0.319)	Loss 1.5155 (1.1844)	Prec@1 40.000 (56.721)	Prec@5 80.000 (95.082)
Epoch: [15][80/329], lr: 0.00001	Time 0.188 (0.422)	Data 0.000 (0.240)	Loss 0.6652 (1.1427)	Prec@1 80.000 (56.543)	Prec@5 100.000 (95.309)
Epoch: [15][100/329], lr: 0.00001	Time 0.181 (0.374)	Data 0.000 (0.193)	Loss 0.6157 (1.1359)	Prec@1 100.000 (56.832)	Prec@5 100.000 (95.644)
Epoch: [15][120/329], lr: 0.00001	Time 0.173 (0.342)	Data 0.000 (0.161)	Loss 1.3386 (1.1354)	Prec@1 40.000 (56.198)	Prec@5 100.000 (95.537)
Epoch: [15][140/329], lr: 0.00001	Time 0.179 (0.319)	Data 0.000 (0.138)	Loss 1.1541 (1.1792)	Prec@1 40.000 (53.191)	Prec@5 100.000 (94.894)
Epoch: [15][160/329], lr: 0.00001	Time 0.184 (0.302)	Data 0.000 (0.121)	Loss 1.7120 (1.1854)	Prec@1 60.000 (53.416)	Prec@5 80.000 (95.031)
Epoch: [15][180/329], lr: 0.00001	Time 0.172 (0.289)	Data 0.000 (0.108)	Loss 1.1558 (1.1746)	Prec@1 80.000 (54.475)	Prec@5 100.000 (94.917)
Epoch: [15][200/329], lr: 0.00001	Time 0.174 (0.278)	Data 0.000 (0.097)	Loss 0.8659 (1.1719)	Prec@1 60.000 (54.129)	Prec@5 100.000 (94.925)
Epoch: [15][220/329], lr: 0.00001	Time 0.173 (0.269)	Data 0.000 (0.088)	Loss 0.8762 (1.1665)	Prec@1 80.000 (54.480)	Prec@5 100.000 (94.932)
Epoch: [15][240/329], lr: 0.00001	Time 0.200 (0.262)	Data 0.000 (0.081)	Loss 0.8213 (1.1682)	Prec@1 80.000 (54.523)	Prec@5 100.000 (95.104)
Epoch: [15][260/329], lr: 0.00001	Time 0.183 (0.256)	Data 0.000 (0.075)	Loss 1.6558 (1.1452)	Prec@1 40.000 (55.556)	Prec@5 100.000 (95.479)
Epoch: [15][280/329], lr: 0.00001	Time 0.173 (0.251)	Data 0.000 (0.069)	Loss 0.7508 (1.1315)	Prec@1 80.000 (56.157)	Prec@5 100.000 (95.516)
Epoch: [15][300/329], lr: 0.00001	Time 0.183 (0.246)	Data 0.000 (0.065)	Loss 0.7297 (1.1260)	Prec@1 80.000 (56.678)	Prec@5 100.000 (95.482)
Epoch: [15][320/329], lr: 0.00001	Time 0.182 (0.242)	Data 0.000 (0.061)	Loss 0.5090 (1.1173)	Prec@1 100.000 (57.134)	Prec@5 100.000 (95.576)
Epoch: [16][0/329], lr: 0.00001	Time 19.651 (19.651)	Data 19.428 (19.428)	Loss 0.5647 (0.5647)	Prec@1 40.000 (40.000)	Prec@5 100.000 (100.000)
Epoch: [16][20/329], lr: 0.00001	Time 0.179 (1.109)	Data 0.000 (0.926)	Loss 1.1451 (1.1559)	Prec@1 40.000 (50.476)	Prec@5 100.000 (93.333)
Epoch: [16][40/329], lr: 0.00001	Time 0.174 (0.655)	Data 0.000 (0.474)	Loss 1.5163 (1.0704)	Prec@1 60.000 (58.049)	Prec@5 80.000 (95.610)
Epoch: [16][60/329], lr: 0.00001	Time 0.181 (0.499)	Data 0.000 (0.319)	Loss 1.0936 (1.0891)	Prec@1 60.000 (58.689)	Prec@5 100.000 (95.082)
Epoch: [16][80/329], lr: 0.00001	Time 0.183 (0.421)	Data 0.000 (0.240)	Loss 2.5821 (1.0983)	Prec@1 20.000 (58.519)	Prec@5 60.000 (94.568)
Epoch: [16][100/329], lr: 0.00001	Time 0.181 (0.374)	Data 0.000 (0.192)	Loss 0.3085 (1.0689)	Prec@1 100.000 (59.010)	Prec@5 100.000 (95.050)
Epoch: [16][120/329], lr: 0.00001	Time 0.172 (0.341)	Data 0.000 (0.161)	Loss 0.8875 (1.0416)	Prec@1 80.000 (60.826)	Prec@5 80.000 (95.372)
Epoch: [16][140/329], lr: 0.00001	Time 0.179 (0.318)	Data 0.000 (0.138)	Loss 1.0814 (1.0522)	Prec@1 40.000 (60.000)	Prec@5 100.000 (95.603)
Epoch: [16][160/329], lr: 0.00001	Time 0.191 (0.301)	Data 0.000 (0.121)	Loss 0.4005 (1.0296)	Prec@1 100.000 (60.124)	Prec@5 100.000 (95.901)
Epoch: [16][180/329], lr: 0.00001	Time 0.188 (0.288)	Data 0.000 (0.107)	Loss 0.8434 (1.0364)	Prec@1 80.000 (60.221)	Prec@5 100.000 (96.022)
Epoch: [16][200/329], lr: 0.00001	Time 0.182 (0.277)	Data 0.000 (0.097)	Loss 0.9214 (1.0454)	Prec@1 60.000 (60.000)	Prec@5 100.000 (95.821)
Epoch: [16][220/329], lr: 0.00001	Time 0.181 (0.268)	Data 0.000 (0.088)	Loss 0.9701 (1.0406)	Prec@1 60.000 (60.362)	Prec@5 100.000 (95.928)
Epoch: [16][240/329], lr: 0.00001	Time 0.179 (0.261)	Data 0.000 (0.081)	Loss 1.2767 (1.0266)	Prec@1 40.000 (60.996)	Prec@5 100.000 (95.934)
