Epoch: [0][300/308], lr: 0.00010	Time 0.177 (0.276)	Data 0.000 (0.064)	Loss 1.1539 (1.3804)	Prec@1 60.000 (50.233)	Prec@5 80.000 (91.827)
Epoch: [1][0/308], lr: 0.00010	Time 19.836 (19.836)	Data 19.545 (19.545)	Loss 1.3534 (1.3534)	Prec@1 60.000 (60.000)	Prec@5 80.000 (80.000)
Epoch: [1][20/308], lr: 0.00010	Time 0.179 (1.116)	Data 0.000 (0.931)	Loss 1.4626 (1.0967)	Prec@1 40.000 (64.762)	Prec@5 80.000 (94.286)
Epoch: [1][40/308], lr: 0.00010	Time 0.179 (0.658)	Data 0.000 (0.477)	Loss 1.0293 (1.1122)	Prec@1 60.000 (60.000)	Prec@5 100.000 (95.122)
Epoch: [1][60/308], lr: 0.00010	Time 0.180 (0.501)	Data 0.000 (0.320)	Loss 0.6756 (1.0917)	Prec@1 60.000 (59.672)	Prec@5 100.000 (95.410)
Epoch: [1][80/308], lr: 0.00010	Time 0.177 (0.421)	Data 0.000 (0.241)	Loss 0.6206 (1.1359)	Prec@1 80.000 (58.025)	Prec@5 100.000 (95.062)
Epoch: [1][100/308], lr: 0.00010	Time 0.177 (0.373)	Data 0.000 (0.194)	Loss 0.5182 (1.1342)	Prec@1 80.000 (58.020)	Prec@5 100.000 (95.050)
Epoch: [1][120/308], lr: 0.00010	Time 0.174 (0.340)	Data 0.000 (0.162)	Loss 1.9671 (1.1584)	Prec@1 40.000 (57.521)	Prec@5 100.000 (94.876)
Epoch: [1][140/308], lr: 0.00010	Time 0.176 (0.317)	Data 0.000 (0.139)	Loss 1.1118 (1.1835)	Prec@1 60.000 (56.879)	Prec@5 100.000 (94.468)
Epoch: [1][160/308], lr: 0.00010	Time 0.185 (0.300)	Data 0.000 (0.121)	Loss 0.9941 (1.1968)	Prec@1 60.000 (56.522)	Prec@5 100.000 (94.410)
Epoch: [1][180/308], lr: 0.00010	Time 0.183 (0.286)	Data 0.000 (0.108)	Loss 0.3584 (1.1786)	Prec@1 80.000 (56.575)	Prec@5 100.000 (94.475)
Epoch: [1][200/308], lr: 0.00010	Time 0.182 (0.275)	Data 0.000 (0.097)	Loss 1.0317 (1.1863)	Prec@1 60.000 (56.020)	Prec@5 100.000 (94.229)
Epoch: [1][220/308], lr: 0.00010	Time 0.182 (0.266)	Data 0.000 (0.088)	Loss 1.0386 (1.1794)	Prec@1 60.000 (56.561)	Prec@5 100.000 (94.389)
Epoch: [1][240/308], lr: 0.00010	Time 0.173 (0.259)	Data 0.000 (0.081)	Loss 1.1374 (1.1935)	Prec@1 80.000 (56.266)	Prec@5 100.000 (94.440)
Epoch: [1][260/308], lr: 0.00010	Time 0.176 (0.253)	Data 0.000 (0.075)	Loss 1.8476 (1.1956)	Prec@1 40.000 (56.015)	Prec@5 100.000 (94.483)
Epoch: [1][280/308], lr: 0.00010	Time 0.178 (0.247)	Data 0.000 (0.070)	Loss 1.8106 (1.2071)	Prec@1 20.000 (55.658)	Prec@5 100.000 (94.448)
Epoch: [1][300/308], lr: 0.00010	Time 0.184 (0.243)	Data 0.000 (0.065)	Loss 1.4925 (1.2154)	Prec@1 60.000 (55.548)	Prec@5 100.000 (94.153)
Epoch: [2][0/308], lr: 0.00010	Time 19.345 (19.345)	Data 19.138 (19.138)	Loss 1.9715 (1.9715)	Prec@1 20.000 (20.000)	Prec@5 80.000 (80.000)
Epoch: [2][20/308], lr: 0.00010	Time 0.172 (1.092)	Data 0.000 (0.911)	Loss 1.9082 (1.1692)	Prec@1 40.000 (57.143)	Prec@5 80.000 (94.286)
Epoch: [2][40/308], lr: 0.00010	Time 0.174 (0.645)	Data 0.000 (0.467)	Loss 0.6704 (1.1202)	Prec@1 60.000 (57.561)	Prec@5 100.000 (95.610)
Epoch: [2][60/308], lr: 0.00010	Time 0.172 (0.492)	Data 0.000 (0.314)	Loss 0.3581 (1.1549)	Prec@1 80.000 (58.361)	Prec@5 100.000 (94.426)
Epoch: [2][80/308], lr: 0.00010	Time 0.183 (0.414)	Data 0.000 (0.236)	Loss 0.4918 (1.1427)	Prec@1 80.000 (58.025)	Prec@5 100.000 (95.062)
Epoch: [2][100/308], lr: 0.00010	Time 0.183 (0.368)	Data 0.000 (0.189)	Loss 0.7750 (1.1406)	Prec@1 60.000 (58.218)	Prec@5 100.000 (94.851)
Epoch: [2][120/308], lr: 0.00010	Time 0.173 (0.337)	Data 0.000 (0.158)	Loss 0.6784 (1.1474)	Prec@1 100.000 (58.347)	Prec@5 100.000 (94.876)
Epoch: [2][140/308], lr: 0.00010	Time 0.176 (0.314)	Data 0.000 (0.136)	Loss 1.7936 (1.1758)	Prec@1 20.000 (56.596)	Prec@5 100.000 (94.752)
Epoch: [2][160/308], lr: 0.00010	Time 0.178 (0.297)	Data 0.000 (0.119)	Loss 1.7953 (1.1674)	Prec@1 20.000 (56.646)	Prec@5 80.000 (94.907)
Epoch: [2][180/308], lr: 0.00010	Time 0.182 (0.284)	Data 0.000 (0.106)	Loss 2.0868 (1.1944)	Prec@1 40.000 (56.022)	Prec@5 80.000 (94.586)
Epoch: [2][200/308], lr: 0.00010	Time 0.184 (0.273)	Data 0.000 (0.095)	Loss 0.6671 (1.1836)	Prec@1 80.000 (56.318)	Prec@5 100.000 (94.726)
Epoch: [2][220/308], lr: 0.00010	Time 0.174 (0.265)	Data 0.000 (0.087)	Loss 0.9785 (1.1845)	Prec@1 80.000 (56.018)	Prec@5 100.000 (94.570)
Epoch: [2][240/308], lr: 0.00010	Time 0.172 (0.257)	Data 0.000 (0.079)	Loss 1.0994 (1.1904)	Prec@1 80.000 (56.100)	Prec@5 100.000 (94.855)
Epoch: [2][260/308], lr: 0.00010	Time 0.176 (0.251)	Data 0.000 (0.073)	Loss 1.3902 (1.1948)	Prec@1 60.000 (56.245)	Prec@5 80.000 (94.943)
Epoch: [2][280/308], lr: 0.00010	Time 0.181 (0.246)	Data 0.000 (0.068)	Loss 1.3020 (1.1996)	Prec@1 60.000 (56.370)	Prec@5 80.000 (95.018)
Epoch: [2][300/308], lr: 0.00010	Time 0.175 (0.241)	Data 0.000 (0.064)	Loss 0.9168 (1.2090)	Prec@1 80.000 (55.947)	Prec@5 100.000 (94.817)
Epoch: [3][0/308], lr: 0.00010	Time 19.977 (19.977)	Data 19.737 (19.737)	Loss 1.3131 (1.3131)	Prec@1 20.000 (20.000)	Prec@5 100.000 (100.000)
Epoch: [3][20/308], lr: 0.00010	Time 0.188 (1.125)	Data 0.000 (0.940)	Loss 1.2857 (1.1217)	Prec@1 60.000 (51.429)	Prec@5 100.000 (96.190)
Epoch: [3][40/308], lr: 0.00010	Time 0.180 (0.664)	Data 0.000 (0.481)	Loss 1.3976 (1.0117)	Prec@1 80.000 (59.024)	Prec@5 100.000 (96.585)
Epoch: [3][60/308], lr: 0.00010	Time 0.179 (0.505)	Data 0.000 (0.324)	Loss 1.3686 (1.0422)	Prec@1 40.000 (58.361)	Prec@5 100.000 (95.082)
Epoch: [3][80/308], lr: 0.00010	Time 0.171 (0.424)	Data 0.000 (0.244)	Loss 0.5986 (1.0905)	Prec@1 80.000 (57.778)	Prec@5 100.000 (94.815)
Epoch: [3][100/308], lr: 0.00010	Time 0.177 (0.375)	Data 0.001 (0.196)	Loss 2.6372 (1.1417)	Prec@1 0.000 (55.644)	Prec@5 60.000 (94.851)
Epoch: [3][120/308], lr: 0.00010	Time 0.174 (0.343)	Data 0.000 (0.163)	Loss 1.3317 (1.1467)	Prec@1 40.000 (55.537)	Prec@5 100.000 (95.207)
Epoch: [3][140/308], lr: 0.00010	Time 0.179 (0.319)	Data 0.000 (0.140)	Loss 1.1421 (1.1410)	Prec@1 60.000 (55.603)	Prec@5 100.000 (95.603)
Epoch: [3][160/308], lr: 0.00010	Time 0.184 (0.302)	Data 0.000 (0.123)	Loss 1.0387 (1.1445)	Prec@1 40.000 (56.025)	Prec@5 100.000 (95.155)
Epoch: [3][180/308], lr: 0.00010	Time 0.173 (0.288)	Data 0.000 (0.109)	Loss 2.1287 (1.1414)	Prec@1 20.000 (56.133)	Prec@5 60.000 (94.807)
Epoch: [3][200/308], lr: 0.00010	Time 0.177 (0.277)	Data 0.000 (0.098)	Loss 0.5592 (1.1436)	Prec@1 80.000 (56.318)	Prec@5 100.000 (94.627)
Epoch: [3][220/308], lr: 0.00010	Time 0.176 (0.268)	Data 0.000 (0.089)	Loss 2.2057 (1.1415)	Prec@1 40.000 (56.380)	Prec@5 80.000 (94.751)
Epoch: [3][240/308], lr: 0.00010	Time 0.178 (0.260)	Data 0.000 (0.082)	Loss 1.1636 (1.1366)	Prec@1 60.000 (56.515)	Prec@5 100.000 (95.104)
Epoch: [3][260/308], lr: 0.00010	Time 0.178 (0.254)	Data 0.000 (0.076)	Loss 1.9422 (1.1358)	Prec@1 20.000 (56.475)	Prec@5 100.000 (95.172)
Epoch: [3][280/308], lr: 0.00010	Time 0.179 (0.249)	Data 0.000 (0.070)	Loss 0.7376 (1.1442)	Prec@1 60.000 (56.085)	Prec@5 100.000 (95.089)
Epoch: [3][300/308], lr: 0.00010	Time 0.176 (0.244)	Data 0.000 (0.066)	Loss 2.4353 (1.1521)	Prec@1 0.000 (56.146)	Prec@5 80.000 (94.817)
Epoch: [4][0/308], lr: 0.00010	Time 19.885 (19.885)	Data 19.678 (19.678)	Loss 1.1740 (1.1740)	Prec@1 60.000 (60.000)	Prec@5 80.000 (80.000)
Epoch: [4][20/308], lr: 0.00010	Time 0.178 (1.117)	Data 0.000 (0.937)	Loss 1.1770 (1.0426)	Prec@1 80.000 (59.048)	Prec@5 80.000 (94.286)
Epoch: [4][40/308], lr: 0.00010	Time 0.178 (0.659)	Data 0.000 (0.480)	Loss 2.0492 (1.0339)	Prec@1 20.000 (63.415)	Prec@5 80.000 (96.098)
Epoch: [4][60/308], lr: 0.00010	Time 0.177 (0.501)	Data 0.000 (0.323)	Loss 1.8127 (1.1332)	Prec@1 40.000 (57.049)	Prec@5 60.000 (96.066)
Epoch: [4][80/308], lr: 0.00010	Time 0.173 (0.421)	Data 0.000 (0.243)	Loss 0.6654 (1.1593)	Prec@1 80.000 (56.790)	Prec@5 100.000 (95.309)
Epoch: [4][100/308], lr: 0.00010	Time 0.181 (0.373)	Data 0.000 (0.195)	Loss 0.6856 (1.1937)	Prec@1 60.000 (55.842)	Prec@5 100.000 (95.050)
Epoch: [4][120/308], lr: 0.00010	Time 0.172 (0.340)	Data 0.000 (0.163)	Loss 1.0383 (1.1578)	Prec@1 40.000 (56.198)	Prec@5 100.000 (95.702)
Epoch: [4][140/308], lr: 0.00010	Time 0.174 (0.317)	Data 0.000 (0.140)	Loss 1.6389 (1.1816)	Prec@1 0.000 (54.326)	Prec@5 100.000 (95.745)
Epoch: [4][160/308], lr: 0.00010	Time 0.184 (0.300)	Data 0.000 (0.122)	Loss 1.5698 (1.1867)	Prec@1 60.000 (54.286)	Prec@5 80.000 (94.658)
Epoch: [4][180/308], lr: 0.00010	Time 0.183 (0.286)	Data 0.000 (0.109)	Loss 1.3488 (1.1804)	Prec@1 40.000 (54.586)	Prec@5 100.000 (94.586)
Epoch: [4][200/308], lr: 0.00010	Time 0.170 (0.275)	Data 0.000 (0.098)	Loss 0.3361 (1.1619)	Prec@1 80.000 (55.025)	Prec@5 100.000 (94.826)
Epoch: [4][220/308], lr: 0.00010	Time 0.190 (0.267)	Data 0.000 (0.089)	Loss 1.1743 (1.1408)	Prec@1 60.000 (56.199)	Prec@5 100.000 (94.842)
Epoch: [4][240/308], lr: 0.00010	Time 0.177 (0.259)	Data 0.000 (0.082)	Loss 1.9805 (1.1616)	Prec@1 20.000 (55.768)	Prec@5 60.000 (94.606)
Epoch: [4][260/308], lr: 0.00010	Time 0.179 (0.253)	Data 0.000 (0.075)	Loss 1.2950 (1.1760)	Prec@1 60.000 (55.019)	Prec@5 100.000 (94.483)
Epoch: [4][280/308], lr: 0.00010	Time 0.177 (0.248)	Data 0.000 (0.070)	Loss 0.8665 (1.1645)	Prec@1 60.000 (55.516)	Prec@5 100.000 (94.804)
Epoch: [4][300/308], lr: 0.00010	Time 0.176 (0.243)	Data 0.000 (0.065)	Loss 0.8683 (1.1629)	Prec@1 60.000 (55.216)	Prec@5 100.000 (94.751)
Test: [0/78]	Time 20.472 (20.472)	Loss 0.8913 (0.8913)	Prec@1 80.000 (80.000)	Prec@5 100.000 (100.000)
Test: [20/78]	Time 0.053 (1.031)	Loss 1.5710 (1.2602)	Prec@1 40.000 (51.429)	Prec@5 80.000 (93.333)
Test: [40/78]	Time 0.058 (0.556)	Loss 1.0636 (1.1732)	Prec@1 80.000 (55.122)	Prec@5 100.000 (95.610)
Test: [60/78]	Time 0.059 (0.393)	Loss 1.0758 (1.1991)	Prec@1 80.000 (54.426)	Prec@5 100.000 (94.754)
Testing Results: Prec@1 55.699 Prec@5 94.819 Loss 1.18888
Best Prec@1: 55.699

Epoch: [5][0/308], lr: 0.00010	Time 19.196 (19.196)	Data 19.111 (19.111)	Loss 0.7281 (0.7281)	Prec@1 40.000 (40.000)	Prec@5 100.000 (100.000)
Epoch: [5][20/308], lr: 0.00010	Time 0.172 (1.082)	Data 0.000 (0.910)	Loss 0.7017 (1.0797)	Prec@1 80.000 (60.000)	Prec@5 100.000 (97.143)
Epoch: [5][40/308], lr: 0.00010	Time 0.178 (0.641)	Data 0.000 (0.466)	Loss 0.8622 (1.0925)	Prec@1 60.000 (60.488)	Prec@5 100.000 (95.610)
Epoch: [5][60/308], lr: 0.00010	Time 0.183 (0.489)	Data 0.000 (0.313)	Loss 1.0002 (1.1195)	Prec@1 60.000 (60.984)	Prec@5 100.000 (95.738)
Epoch: [5][80/308], lr: 0.00010	Time 0.172 (0.412)	Data 0.000 (0.236)	Loss 0.5958 (1.1018)	Prec@1 80.000 (60.000)	Prec@5 100.000 (95.062)
Epoch: [5][100/308], lr: 0.00010	Time 0.184 (0.366)	Data 0.000 (0.189)	Loss 0.6224 (1.1128)	Prec@1 80.000 (60.396)	Prec@5 100.000 (94.653)
Epoch: [5][120/308], lr: 0.00010	Time 0.171 (0.335)	Data 0.000 (0.158)	Loss 1.8265 (1.1102)	Prec@1 20.000 (60.165)	Prec@5 100.000 (94.876)
Epoch: [5][140/308], lr: 0.00010	Time 0.184 (0.313)	Data 0.000 (0.136)	Loss 1.9854 (1.1140)	Prec@1 20.000 (60.000)	Prec@5 80.000 (94.894)
Epoch: [5][160/308], lr: 0.00010	Time 0.172 (0.296)	Data 0.000 (0.119)	Loss 0.7616 (1.1190)	Prec@1 60.000 (59.006)	Prec@5 100.000 (95.280)
Epoch: [5][180/308], lr: 0.00010	Time 0.173 (0.283)	Data 0.000 (0.106)	Loss 0.8792 (1.1042)	Prec@1 80.000 (59.890)	Prec@5 100.000 (95.359)
Epoch: [5][200/308], lr: 0.00010	Time 0.187 (0.273)	Data 0.000 (0.095)	Loss 1.4030 (1.1047)	Prec@1 40.000 (59.403)	Prec@5 80.000 (95.025)
Epoch: [5][220/308], lr: 0.00010	Time 0.170 (0.264)	Data 0.000 (0.087)	Loss 1.7606 (1.1229)	Prec@1 40.000 (58.371)	Prec@5 80.000 (95.113)
Epoch: [5][240/308], lr: 0.00010	Time 0.184 (0.257)	Data 0.000 (0.079)	Loss 0.8200 (1.1279)	Prec@1 80.000 (58.174)	Prec@5 100.000 (94.938)
Epoch: [5][260/308], lr: 0.00010	Time 0.184 (0.251)	Data 0.000 (0.073)	Loss 1.7318 (1.1375)	Prec@1 0.000 (57.318)	Prec@5 100.000 (95.096)
Epoch: [5][280/308], lr: 0.00010	Time 0.185 (0.246)	Data 0.000 (0.068)	Loss 1.0183 (1.1323)	Prec@1 60.000 (57.153)	Prec@5 100.000 (95.231)
Epoch: [5][300/308], lr: 0.00010	Time 0.177 (0.241)	Data 0.000 (0.064)	Loss 0.9887 (1.1220)	Prec@1 80.000 (57.342)	Prec@5 100.000 (95.349)
Epoch: [6][0/308], lr: 0.00010	Time 21.837 (21.837)	Data 21.527 (21.527)	Loss 1.0763 (1.0763)	Prec@1 60.000 (60.000)	Prec@5 100.000 (100.000)
Epoch: [6][20/308], lr: 0.00010	Time 0.172 (1.210)	Data 0.000 (1.025)	Loss 1.3742 (0.9259)	Prec@1 40.000 (63.810)	Prec@5 100.000 (99.048)
Epoch: [6][40/308], lr: 0.00010	Time 0.178 (0.706)	Data 0.000 (0.525)	Loss 1.0596 (1.0906)	Prec@1 60.000 (56.098)	Prec@5 100.000 (96.585)
Epoch: [6][60/308], lr: 0.00010	Time 0.172 (0.533)	Data 0.000 (0.353)	Loss 0.9683 (1.1202)	Prec@1 60.000 (56.721)	Prec@5 100.000 (96.393)
Epoch: [6][80/308], lr: 0.00010	Time 0.175 (0.445)	Data 0.000 (0.266)	Loss 0.6968 (1.1091)	Prec@1 80.000 (58.765)	Prec@5 100.000 (96.790)
Epoch: [6][100/308], lr: 0.00010	Time 0.174 (0.392)	Data 0.000 (0.213)	Loss 0.6799 (1.1157)	Prec@1 80.000 (59.010)	Prec@5 100.000 (95.842)
Epoch: [6][120/308], lr: 0.00010	Time 0.179 (0.357)	Data 0.000 (0.178)	Loss 0.5030 (1.1048)	Prec@1 80.000 (58.512)	Prec@5 100.000 (95.702)
Epoch: [6][140/308], lr: 0.00010	Time 0.184 (0.332)	Data 0.000 (0.153)	Loss 2.1785 (1.1163)	Prec@1 60.000 (58.723)	Prec@5 100.000 (95.461)
Epoch: [6][160/308], lr: 0.00010	Time 0.176 (0.313)	Data 0.000 (0.134)	Loss 0.9178 (1.1325)	Prec@1 40.000 (58.012)	Prec@5 100.000 (95.404)
Epoch: [6][180/308], lr: 0.00010	Time 0.184 (0.298)	Data 0.000 (0.119)	Loss 1.3918 (1.1235)	Prec@1 40.000 (57.901)	Prec@5 100.000 (95.691)
Epoch: [6][200/308], lr: 0.00010	Time 0.182 (0.286)	Data 0.000 (0.107)	Loss 0.9509 (1.1324)	Prec@1 60.000 (57.413)	Prec@5 100.000 (95.224)
Epoch: [6][220/308], lr: 0.00010	Time 0.164 (0.276)	Data 0.000 (0.097)	Loss 0.4498 (1.1205)	Prec@1 80.000 (57.738)	Prec@5 100.000 (95.294)
Epoch: [6][240/308], lr: 0.00010	Time 0.184 (0.268)	Data 0.000 (0.089)	Loss 1.2128 (1.1206)	Prec@1 60.000 (57.925)	Prec@5 100.000 (95.104)
Epoch: [6][260/308], lr: 0.00010	Time 0.183 (0.262)	Data 0.001 (0.083)	Loss 1.2327 (1.1133)	Prec@1 40.000 (57.931)	Prec@5 80.000 (95.019)
Epoch: [6][280/308], lr: 0.00010	Time 0.182 (0.256)	Data 0.000 (0.077)	Loss 0.5834 (1.1084)	Prec@1 80.000 (58.292)	Prec@5 100.000 (95.018)
Epoch: [6][300/308], lr: 0.00010	Time 0.183 (0.250)	Data 0.000 (0.072)	Loss 1.2053 (1.1057)	Prec@1 40.000 (58.339)	Prec@5 100.000 (95.282)
Epoch: [7][0/308], lr: 0.00010	Time 19.742 (19.742)	Data 19.466 (19.466)	Loss 0.2524 (0.2524)	Prec@1 100.000 (100.000)	Prec@5 100.000 (100.000)
Epoch: [7][20/308], lr: 0.00010	Time 0.184 (1.110)	Data 0.000 (0.927)	Loss 1.2750 (0.9807)	Prec@1 60.000 (65.714)	Prec@5 100.000 (94.286)
Epoch: [7][40/308], lr: 0.00010	Time 0.173 (0.655)	Data 0.000 (0.475)	Loss 1.6156 (0.9605)	Prec@1 40.000 (64.390)	Prec@5 100.000 (95.610)
Epoch: [7][60/308], lr: 0.00010	Time 0.184 (0.498)	Data 0.000 (0.319)	Loss 1.3884 (1.0102)	Prec@1 60.000 (64.262)	Prec@5 100.000 (95.738)
Epoch: [7][80/308], lr: 0.00010	Time 0.175 (0.419)	Data 0.000 (0.240)	Loss 1.9519 (0.9908)	Prec@1 0.000 (63.210)	Prec@5 100.000 (95.802)
Epoch: [7][100/308], lr: 0.00010	Time 0.181 (0.371)	Data 0.000 (0.193)	Loss 0.7375 (0.9726)	Prec@1 60.000 (63.762)	Prec@5 100.000 (96.238)
Epoch: [7][120/308], lr: 0.00010	Time 0.184 (0.340)	Data 0.000 (0.161)	Loss 1.1542 (0.9964)	Prec@1 80.000 (62.479)	Prec@5 100.000 (96.529)
Epoch: [7][140/308], lr: 0.00010	Time 0.184 (0.317)	Data 0.000 (0.138)	Loss 0.8777 (1.0088)	Prec@1 60.000 (61.277)	Prec@5 100.000 (96.454)
Epoch: [7][160/308], lr: 0.00010	Time 0.175 (0.300)	Data 0.000 (0.121)	Loss 0.9939 (1.0236)	Prec@1 60.000 (60.745)	Prec@5 100.000 (96.149)
Epoch: [7][180/308], lr: 0.00010	Time 0.173 (0.287)	Data 0.000 (0.108)	Loss 0.8341 (1.0339)	Prec@1 60.000 (59.890)	Prec@5 100.000 (96.022)
Epoch: [7][200/308], lr: 0.00010	Time 0.174 (0.276)	Data 0.000 (0.097)	Loss 0.7400 (1.0248)	Prec@1 60.000 (60.199)	Prec@5 100.000 (96.219)
Epoch: [7][220/308], lr: 0.00010	Time 0.176 (0.267)	Data 0.000 (0.088)	Loss 2.7535 (1.0364)	Prec@1 20.000 (59.819)	Prec@5 60.000 (95.747)
Epoch: [7][240/308], lr: 0.00010	Time 0.182 (0.260)	Data 0.001 (0.081)	Loss 0.5659 (1.0364)	Prec@1 60.000 (59.502)	Prec@5 100.000 (96.017)
Epoch: [7][260/308], lr: 0.00010	Time 0.175 (0.254)	Data 0.000 (0.075)	Loss 1.8999 (1.0485)	Prec@1 40.000 (59.464)	Prec@5 60.000 (95.709)
Epoch: [7][280/308], lr: 0.00010	Time 0.178 (0.248)	Data 0.000 (0.069)	Loss 0.7547 (1.0547)	Prec@1 60.000 (59.359)	Prec@5 100.000 (95.730)
Epoch: [7][300/308], lr: 0.00010	Time 0.171 (0.244)	Data 0.000 (0.065)	Loss 0.6730 (1.0636)	Prec@1 80.000 (59.336)	Prec@5 100.000 (95.615)
Epoch: [8][0/308], lr: 0.00010	Time 20.141 (20.141)	Data 19.840 (19.840)	Loss 1.6096 (1.6096)	Prec@1 20.000 (20.000)	Prec@5 100.000 (100.000)
Epoch: [8][20/308], lr: 0.00010	Time 0.175 (1.130)	Data 0.001 (0.945)	Loss 1.1828 (1.1708)	Prec@1 40.000 (56.190)	Prec@5 100.000 (96.190)
Epoch: [8][40/308], lr: 0.00010	Time 0.175 (0.666)	Data 0.000 (0.484)	Loss 1.2895 (1.1237)	Prec@1 40.000 (57.561)	Prec@5 100.000 (96.585)
Epoch: [8][60/308], lr: 0.00010	Time 0.174 (0.506)	Data 0.000 (0.325)	Loss 0.5346 (1.0851)	Prec@1 80.000 (60.000)	Prec@5 100.000 (96.721)
Epoch: [8][80/308], lr: 0.00010	Time 0.178 (0.425)	Data 0.000 (0.245)	Loss 0.7685 (1.0936)	Prec@1 80.000 (59.259)	Prec@5 100.000 (96.049)
Epoch: [8][100/308], lr: 0.00010	Time 0.178 (0.376)	Data 0.000 (0.197)	Loss 0.4939 (1.0777)	Prec@1 100.000 (59.406)	Prec@5 100.000 (95.446)
Epoch: [8][120/308], lr: 0.00010	Time 0.177 (0.344)	Data 0.000 (0.164)	Loss 2.0265 (1.1116)	Prec@1 20.000 (57.851)	Prec@5 60.000 (95.372)
Epoch: [8][140/308], lr: 0.00010	Time 0.178 (0.320)	Data 0.000 (0.141)	Loss 0.7212 (1.0788)	Prec@1 80.000 (59.716)	Prec@5 100.000 (95.603)
Epoch: [8][160/308], lr: 0.00010	Time 0.181 (0.303)	Data 0.000 (0.123)	Loss 1.2186 (1.0794)	Prec@1 40.000 (59.006)	Prec@5 100.000 (95.901)
Epoch: [8][180/308], lr: 0.00010	Time 0.180 (0.289)	Data 0.000 (0.110)	Loss 1.5547 (1.0669)	Prec@1 40.000 (59.448)	Prec@5 100.000 (96.133)
Epoch: [8][200/308], lr: 0.00010	Time 0.172 (0.278)	Data 0.000 (0.099)	Loss 0.6073 (1.0746)	Prec@1 60.000 (58.905)	Prec@5 100.000 (96.020)
Epoch: [8][220/308], lr: 0.00010	Time 0.182 (0.269)	Data 0.000 (0.090)	Loss 0.5567 (1.0656)	Prec@1 80.000 (59.186)	Prec@5 100.000 (96.109)
Epoch: [8][240/308], lr: 0.00010	Time 0.182 (0.262)	Data 0.000 (0.082)	Loss 0.0593 (1.0519)	Prec@1 100.000 (59.336)	Prec@5 100.000 (96.183)
Epoch: [8][260/308], lr: 0.00010	Time 0.180 (0.255)	Data 0.000 (0.076)	Loss 0.9483 (1.0571)	Prec@1 40.000 (58.774)	Prec@5 100.000 (96.015)
Epoch: [8][280/308], lr: 0.00010	Time 0.172 (0.250)	Data 0.000 (0.071)	Loss 1.1440 (1.0606)	Prec@1 60.000 (58.790)	Prec@5 100.000 (96.085)
