epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,84.7037,0,31.0797,0,0,0,0,0,0,0,0,0.00011026,0.00011026,0.00011026
2,165.228,0,29.1282,0,0,0,0,0,0,0,0,0.00021907,0.00021907,0.00021907
