epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,107.086,0,31.2347,0,0,0,0,0,0,0.00037,0,9.48262e-05,9.48262e-05,9.48262e-05
2,211.938,0,29.063,0,0,0,0,0,0,0,0,0.000188277,0.000188277,0.000188277
